kw,vol,kd,ncomp,best,bpos,burl,our,oururl
chemist warehouse wages,590,0,1,fairworkmate.com.au,2,https://fairworkmate.com.au/blog/chemist-warehouse-pay-rates-2026,,
childcare award,590,0,1,fairworkmate.com.au,12,https://fairworkmate.com.au/tools/pay-rates/childcare-worker-nsw,,
childcare awards,590,2,1,fairworkmate.com.au,18,https://fairworkmate.com.au/tools/pay-rates/childcare-worker-nsw,,
childcare industry award,590,0,1,fairworkmate.com.au,20,https://fairworkmate.com.au/tools/pay-rates/industry/childcare,,
dha rent allowance calculator,590,0,1,fairworkmate.com.au,16,https://fairworkmate.com.au/tools/rent-assistance,,
doordash abn,590,0,1,fairworkmate.com.au,17,https://fairworkmate.com.au/blog/do-i-need-abn-airtasker-uber-australia,,
early childhood education wages,590,0,1,fairworkmate.com.au,16,https://fairworkmate.com.au/tools/pay-rates/industry/childcare,,
email format for resignation,590,12,1,fairworkmate.com.au,14,https://fairworkmate.com.au/templates/email-resignation,,
fair work agreements,590,6,1,fairworkmate.com.au,16,https://fairworkmate.com.au/agreements,,
fair work australia enterprise agreements,590,5,1,fairworkmate.com.au,16,https://fairworkmate.com.au/blog/enterprise-agreements-australia-explained,,
fair work case,590,17,1,fairworkmate.com.au,10,https://fairworkmate.com.au/cases,,
fair work cases,590,6,1,fairworkmate.com.au,8,https://fairworkmate.com.au/cases,,
fair work commission cases,590,6,1,fairworkmate.com.au,13,https://fairworkmate.com.au/cases,,
fair work decisions,590,5,1,fairworkmate.com.au,10,https://fairworkmate.com.au/cases,,
fast food industry award pay rates,590,0,1,fairworkmate.com.au,6,https://fairworkmate.com.au/tools/pay-rates/job/fast-food-worker,,
full time job hours per week,590,1,1,fairworkmate.com.au,19,https://fairworkmate.com.au/tools/work-hours/35-hours-per-week,,
full-time hours per week,590,0,1,fairworkmate.com.au,19,https://fairworkmate.com.au/tools/work-hours/35-hours-per-week,,
fwc cases,590,1,1,fairworkmate.com.au,12,https://fairworkmate.com.au/cases/jurisdiction/fca,,
graphic designer pay rate,590,0,1,fairworkmate.com.au,11,https://fairworkmate.com.au/tools/pay-rates/graphic-designer-vic,,
graphic designer salaries,590,0,1,fairworkmate.com.au,19,https://fairworkmate.com.au/tools/pay-rates/graphic-designer,,
hours per week full time,590,0,1,fairworkmate.com.au,16,https://fairworkmate.com.au/tools/work-hours/35-hours-per-week,,
how many hours in 4 days,590,0,1,fairworkmate.com.au,19,https://fairworkmate.com.au/tools/work-hours/4-day-work-week,,
how much can a carpenter make,590,0,1,fairworkmate.com.au,17,https://fairworkmate.com.au/tools/pay-rates/carpenter-qld,,
how much can i earn on single parenting payment,590,0,1,fairworkmate.com.au,4,https://fairworkmate.com.au/tools/parenting-payment,,
how much do bus drivers get paid,590,0,1,fairworkmate.com.au,5,https://fairworkmate.com.au/tools/pay-rates/job/bus-driver,,
how much do carpenters make,590,0,1,fairworkmate.com.au,12,https://fairworkmate.com.au/tools/pay-rates/carpenter-vic,,
how much do truck drivers earn,590,0,1,fairworkmate.com.au,20,https://fairworkmate.com.au/tools/pay-rates/job/truck-driver,,
how much does a carpenter make,590,0,1,fairworkmate.com.au,10,https://fairworkmate.com.au/tools/pay-rates/carpenter-vic,,
how much does a truck driver get paid,590,0,1,fairworkmate.com.au,9,https://fairworkmate.com.au/tools/pay-rates/job/truck-driver,,
how much is carers payment in australia,590,0,1,fairworkmate.com.au,20,https://fairworkmate.com.au/blog/carer-payment-rates-2026-australia,,
how much is casual loading,590,0,1,fairworkmate.com.au,2,https://fairworkmate.com.au/tools/casual-loading-calculator,,
how much is parenting payment,590,3,1,fairworkmate.com.au,15,https://fairworkmate.com.au/tools/parenting-payment,,
how much is the dole in australia,590,6,1,fairworkmate.com.au,8,https://fairworkmate.com.au/wiki/centrelink-payment-rates,,
how much is the parenting payment,590,16,1,fairworkmate.com.au,12,https://fairworkmate.com.au/tools/parenting-payment,,
how much parenting payment,590,3,1,fairworkmate.com.au,7,https://fairworkmate.com.au/tools/parenting-payment,,
job seeker payment centrelink,590,10,1,fairworkmate.com.au,11,https://fairworkmate.com.au/wiki/centrelink-payment-rates,,
job seeker payments centrelink,590,1,1,fairworkmate.com.au,11,https://fairworkmate.com.au/wiki/centrelink-payment-rates,,
lab tech wage,590,0,1,fairworkmate.com.au,7,https://fairworkmate.com.au/tools/pay-rates/job/lab-technician,,
lab technician salary,590,0,1,fairworkmate.com.au,8,https://fairworkmate.com.au/tools/pay-rates/job/lab-technician,,
lab technicians salary,590,0,1,fairworkmate.com.au,7,https://fairworkmate.com.au/tools/pay-rates/job/lab-technician,,
laboratory technician pay rate,590,0,1,fairworkmate.com.au,7,https://fairworkmate.com.au/tools/pay-rates/job/lab-technician,,
laboratory technicians salary,590,0,1,fairworkmate.com.au,6,https://fairworkmate.com.au/tools/pay-rates/job/lab-technician,,
labtech salary,590,0,1,fairworkmate.com.au,8,https://fairworkmate.com.au/tools/pay-rates/job/lab-technician,,
ma000027,590,0,1,fairworkmate.com.au,10,https://fairworkmate.com.au/awards/health-professionals-award,,
maccas pay,590,1,1,fairworkmate.com.au,2,https://fairworkmate.com.au/blog/mcdonalds-pay-rates-2026,,
maccas pay rate,590,10,1,fairworkmate.com.au,2,https://fairworkmate.com.au/blog/mcdonalds-pay-rates-2026,,
maccas pay rates,590,12,1,fairworkmate.com.au,2,https://fairworkmate.com.au/blog/mcdonalds-pay-rates-2026,,
minimum wage per hour australia,590,30,1,fairworkmate.com.au,16,https://fairworkmate.com.au/tools/minimum-wage,,
normal work hours per week,590,8,1,fairworkmate.com.au,16,https://fairworkmate.com.au/tools/work-hours/35-hours-per-week,,
normal working hours per week,590,8,1,fairworkmate.com.au,16,https://fairworkmate.com.au/tools/work-hours/35-hours-per-week,,
parenting partner payment,590,0,1,fairworkmate.com.au,12,https://fairworkmate.com.au/tools/parenting-payment,,
partnered parenting payment,590,0,1,fairworkmate.com.au,6,https://fairworkmate.com.au/tools/parenting-payment,,
pay for public holiday,590,2,1,fairworkmate.com.au,13,https://fairworkmate.com.au/blog/public-holiday-pay-casual-vs-full-time,,
pay increase 2026,590,13,1,fairworkmate.com.au,15,https://fairworkmate.com.au/tools/will-my-award-get-pay-rise-2026,86,https://pay-calculator-australia.com/news/minimum-wage-increase-july-2026/
pay on public holidays,590,0,1,fairworkmate.com.au,19,https://fairworkmate.com.au/blog/casual-public-holiday-pay-2026,,
pay rate for lab technician,590,0,1,fairworkmate.com.au,5,https://fairworkmate.com.au/tools/pay-rates/job/lab-technician,,
pay rate for retail,590,0,1,fairworkmate.com.au,7,https://fairworkmate.com.au/tools/pay-rates/retail-worker-vic,54,https://pay-calculator-australia.com/retail-award-rates/
pay rate retail,590,6,1,fairworkmate.com.au,6,https://fairworkmate.com.au/tools/pay-rates/job/retail-worker,54,https://pay-calculator-australia.com/retail-award-rates/
pay rates for retail,590,0,1,fairworkmate.com.au,6,https://fairworkmate.com.au/tools/pay-rates/retail-worker-vic,57,https://pay-calculator-australia.com/retail-award-rates/
pay rates retail,590,0,1,fairworkmate.com.au,4,https://fairworkmate.com.au/tools/pay-rates/retail,,
personal trainer salary,590,0,1,fairworkmate.com.au,15,https://fairworkmate.com.au/tools/pay-rates/personal-trainer-vic,,
personal trainers pay rate,590,0,1,fairworkmate.com.au,14,https://fairworkmate.com.au/tools/pay-rates/personal-trainer-tas,,
pharmacy pay rates,590,0,1,fairworkmate.com.au,11,https://fairworkmate.com.au/tools/pay-rates/pharmacy,,
public holidays pay rate,590,0,1,fairworkmate.com.au,8,https://fairworkmate.com.au/blog/casual-public-holiday-pay-2026,,
real estate earnings,590,0,1,fairworkmate.com.au,19,https://fairworkmate.com.au/tools/pay-rates/real-estate-agent-vic,,
real estate pay rates,590,0,1,fairworkmate.com.au,3,https://fairworkmate.com.au/tools/pay-rates/real-estate,,
real estate salaries,590,0,1,fairworkmate.com.au,19,https://fairworkmate.com.au/tools/pay-rates/real-estate-agent-sa,,
real estate salary,590,0,1,fairworkmate.com.au,13,https://fairworkmate.com.au/tools/pay-rates/real-estate-agent-sa,,
rent allowance calculator dha,590,0,1,fairworkmate.com.au,17,https://fairworkmate.com.au/tools/rent-assistance,,
resignation email example,590,12,1,fairworkmate.com.au,13,https://fairworkmate.com.au/templates/email-resignation,,
resignation email sample,590,9,1,fairworkmate.com.au,8,https://fairworkmate.com.au/templates/email-resignation,,
retail industry pay rates,590,5,1,fairworkmate.com.au,7,https://fairworkmate.com.au/tools/pay-rates/retail-worker-vic,52,https://pay-calculator-australia.com/retail-award-rates/
retail pay rates,590,6,1,fairworkmate.com.au,6,https://fairworkmate.com.au/tools/pay-rates/retail-worker-vic,58,https://pay-calculator-australia.com/retail-award-rates/
retail penalty rates,590,0,1,fairworkmate.com.au,2,https://fairworkmate.com.au/tools/penalty-rates/retail,,
retail rate of pay,590,0,1,fairworkmate.com.au,4,https://fairworkmate.com.au/tools/pay-rates/retail,,
road transport awards,590,0,1,fairworkmate.com.au,18,https://fairworkmate.com.au/tools/pay-rates/transport,,
roads and transport award,590,0,1,fairworkmate.com.au,15,https://fairworkmate.com.au/tools/pay-rates/transport,,
salary chef,590,0,1,fairworkmate.com.au,16,https://fairworkmate.com.au/tools/pay-rates/job/chef,,
salary for chef,590,0,1,fairworkmate.com.au,11,https://fairworkmate.com.au/tools/pay-rates/job/chef,,
salary for graphic designer,590,0,1,fairworkmate.com.au,19,https://fairworkmate.com.au/tools/pay-rates/graphic-designer,,
salary for laboratory technician,590,0,1,fairworkmate.com.au,9,https://fairworkmate.com.au/tools/pay-rates/job/lab-technician,,
salary graphic designer,590,0,1,fairworkmate.com.au,17,https://fairworkmate.com.au/tools/pay-rates/graphic-designer,,
salary of a chef,590,0,1,fairworkmate.com.au,16,https://fairworkmate.com.au/tools/pay-rates/job/chef,,
salary of a real estate,590,0,1,fairworkmate.com.au,13,https://fairworkmate.com.au/tools/pay-rates/real-estate-agent-sa,,
salary of chef,590,0,1,fairworkmate.com.au,15,https://fairworkmate.com.au/tools/pay-rates/job/chef,,
salary of chefs,590,0,1,fairworkmate.com.au,13,https://fairworkmate.com.au/tools/pay-rates/job/chef,,
salary real estate,590,0,1,fairworkmate.com.au,13,https://fairworkmate.com.au/tools/pay-rates/real-estate-agent-sa,,
saturday penalty rates,590,0,1,fairworkmate.com.au,20,https://fairworkmate.com.au/wiki/overtime-and-penalty-rates,,
sick leave calculator 38 hour week,590,0,1,fairworkmate.com.au,19,https://fairworkmate.com.au/tools/sick-leave-calculator,58,https://pay-calculator-australia.com/leave-calculator/
sunday pay rate,590,0,1,fairworkmate.com.au,13,https://fairworkmate.com.au/tools/penalty-rates,43,https://pay-calculator-australia.com/overtime-penalty-rates-guide/
sunday pay rates,590,0,1,fairworkmate.com.au,18,https://fairworkmate.com.au/tools/penalty-rates,,
sunday penalty rates,590,0,1,fairworkmate.com.au,20,https://fairworkmate.com.au/tools/penalty-rates/local-government,,
technician laboratory salary,590,0,1,fairworkmate.com.au,9,https://fairworkmate.com.au/tools/pay-rates/lab-technician-vic,,
vehicle repair services and retail award 2020,590,0,1,fairworkmate.com.au,12,https://fairworkmate.com.au/awards/vehicle-repair-award,,
wages in aged care,590,0,1,fairworkmate.com.au,13,https://fairworkmate.com.au/tools/pay-rates/aged-care-worker-qld,,
wages on public holidays,590,0,1,fairworkmate.com.au,12,https://fairworkmate.com.au/blog/casual-public-holiday-pay-2026,,
what centrelink payment can i get,590,32,1,fairworkmate.com.au,20,https://fairworkmate.com.au/wiki/centrelink-payment-rates,,
woolworths eba,590,0,1,fairworkmate.com.au,10,https://fairworkmate.com.au/blog/woolworths-enterprise-agreement,,
woolworths eba agreement,590,0,1,fairworkmate.com.au,7,https://fairworkmate.com.au/blog/woolworths-enterprise-agreement,,
woolworths enterprise bargaining agreement,590,0,1,fairworkmate.com.au,5,https://fairworkmate.com.au/blog/woolworths-enterprise-agreement,,
work hero,590,36,1,fairworkmate.com.au,15,https://fairworkmate.com.au/employment-hero,,
working 5 hours break entitlement australia,590,0,1,fairworkmate.com.au,13,https://fairworkmate.com.au/tools/work-hours/5-hour-shift,,
youth allowance $1000 payment,590,9,1,fairworkmate.com.au,10,https://fairworkmate.com.au/tools/youth-allowance,,
australia tax calculator 2025,590,38,1,paycalculator.com.au,3,https://paycalculator.com.au/,,
tax calculator 2024-25,590,39,2,paycalculator.com.au,6,https://paycalculator.com.au/,,
ato benchmark interest rate,590,5,1,atotaxrates.info,10,https://atotaxrates.info/businesses/division-7a-benchmark-interest-rates/,,
ato cents per km 2025,590,13,1,atotaxrates.info,18,https://atotaxrates.info/tax-deductions/work-related-car-expenses/cents-per-kilometre/,,
ato exchange rates 2026,590,11,1,atotaxrates.info,15,https://atotaxrates.info/,,
ato stp,590,22,1,atotaxrates.info,18,https://atotaxrates.info/businesses/single-touch-payroll/,,
ato tax threshold,590,37,1,atotaxrates.info,7,https://atotaxrates.info/,,
australia new financial payment 2025,590,5,1,atotaxrates.info,13,https://atotaxrates.info/centrelink-payment-rates/,,
australian taxation chart,590,32,1,atotaxrates.info,16,https://atotaxrates.info/,32,https://pay-calculator-australia.com/tax-brackets/
benchmark interest rate ato,590,0,1,atotaxrates.info,8,https://atotaxrates.info/businesses/division-7a-benchmark-interest-rates/,,
business activity statement form,590,6,1,atotaxrates.info,16,https://atotaxrates.info/businesses/bas-statement/bas-statement-download/,,
car limit 2025,590,0,1,atotaxrates.info,4,https://atotaxrates.info/tax-deductions/work-related-car-expenses/car-depreciation-limits-guide/,,
car limit 2026,590,0,1,atotaxrates.info,6,https://atotaxrates.info/tax-deductions/work-related-car-expenses/car-depreciation-limits-guide/,,
centrelink $300 payment seniors,590,11,1,atotaxrates.info,12,https://atotaxrates.info/centrelink-payment-rates/,,
centrelink $4100 payment 2025,590,3,1,atotaxrates.info,9,https://atotaxrates.info/centrelink-payment-rates/,,
centrelink $950 payment details,590,19,1,atotaxrates.info,14,https://atotaxrates.info/centrelink-payment-rates/,,
centrelink one off payment 2026,590,4,1,atotaxrates.info,10,https://atotaxrates.info/centrelink-payment-rates/,,
centrelink payment changes,590,3,1,atotaxrates.info,8,https://atotaxrates.info/centrelink-payment-rates/,,
cents per kilometer rate 2025,590,1,1,atotaxrates.info,10,https://atotaxrates.info/tax-deductions/work-related-car-expenses/cents-per-kilometre/,,
cents per km rate 2025,590,0,1,atotaxrates.info,10,https://atotaxrates.info/tax-deductions/work-related-car-expenses/cents-per-kilometre/,,
cost of living payment 2025 australia,590,7,1,atotaxrates.info,17,https://atotaxrates.info/centrelink-payment-rates/,,
depreciation rate for motor vehicles,590,0,1,atotaxrates.info,15,https://atotaxrates.info/tax-deductions/work-related-car-expenses/depreciation-of-vehicles/,,
depreciation rate motor vehicle,590,3,1,atotaxrates.info,13,https://atotaxrates.info/tax-deductions/work-related-car-expenses/depreciation-of-vehicles/,,
div7a,590,0,1,atotaxrates.info,16,https://atotaxrates.info/businesses/division-7a-benchmark-interest-rates/,,
